사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
20-Oct,경원선,360,도봉산,249,8,"5,925",937,"8,532","2,502","21,466","4,593","20,166","8,304","13,358","14,046","11,430","21,576","11,624","15,223","14,110","17,266","17,506","12,952","21,922","11,662","25,757","10,192","27,165","9,132","22,688","8,228","16,757","9,835","9,249","7,919","5,111","4,943","3,488","4,386","2,108","4,077",755,"2,693",53,"1,352",0,0,0,0,0,0
20-Oct,경원선,361,망월사,351,5,"7,166",951,"11,447","3,077","23,928","3,975","22,995","12,993","14,240","13,052","11,466","9,588","11,593","7,997","12,427","11,056","12,146","10,862","10,798","10,615","10,832","10,796","12,951","13,727","12,470","15,641","10,936","21,764","5,594","21,791","4,273","12,641","3,766","10,624","3,334","9,146","1,176","5,835",138,"2,147",0,0,0,0,0,0
20-Oct,경원선,362,회룡,"1,085",13,"13,126","2,176","23,237","5,686","50,890","8,268","41,890","11,542","25,674","10,715","20,624","10,253","19,665","10,519","19,037","14,115","17,922","14,313","15,163","16,262","14,429","17,825","14,168","23,971","14,024","27,723","12,113","39,271","7,480","38,467","5,712","21,703","4,765","18,416","3,342","15,077","1,245","9,429",141,"3,773",0,1,0,0,0,0
20-Oct,경원선,363,의정부,"2,503",16,"9,850","2,247","20,132","7,640","42,078","13,370","38,376","32,159","23,836","31,307","21,150","24,261","23,728","24,275","25,879","28,281","26,903","34,540","28,460","32,794","31,113","29,505","33,680","33,308","37,454","37,772","39,782","51,845","26,214","45,863","25,577","28,401","17,986","23,644","15,945","17,852","6,038","12,312",389,"5,889",1,0,0,0,0,0
20-Oct,경원선,364,가능,413,5,"7,252","1,773","10,190","4,580","21,841","5,061","20,058","13,201","12,241","8,044","10,335","5,683","9,566","5,659","9,653","6,922","9,289","7,541","8,465","7,003","7,892","8,299","9,215","10,561","10,939","12,646","9,104","18,624","5,965","17,491","4,386","10,304","3,628","8,611","2,703","6,957",964,"5,400",98,"1,481",0,0,0,0,0,0
20-Oct,경원선,365,녹양,202,2,"4,529",825,"7,777","2,462","16,224","4,450","13,549","9,210","8,049","4,726","6,880","3,566","6,538","4,181","7,167","4,864","6,474","4,690","5,830","4,381","5,966","5,775","6,763","7,929","6,972","8,696","7,764","12,623","4,135","12,335","2,851","8,511","2,135","6,208","1,572","5,484",625,"4,461",39,"1,033",0,0,0,0,0,0
20-Oct,경원선,366,양주,"1,310",4,"5,095","1,413","11,032","5,869","28,756","9,279","23,785","12,239","14,744","8,767","13,039","7,852","11,788","9,267","12,208","9,270","11,859","8,099","11,090","8,547","11,254","9,775","13,110","12,733","13,829","14,212","14,083","20,844","7,006","19,746","4,143","13,868","3,211","10,465","1,796","8,960",621,"5,684",34,"3,162",0,0,0,0,0,0
20-Oct,경원선,367,덕계,0,0,"2,205",474,"6,256","2,384","10,817","2,463","10,026","4,383","5,367","2,323","3,941","1,779","3,975","2,176","4,223","2,663","3,681","2,089","3,297","2,516","3,069","3,448","3,605","3,806","4,352","5,865","3,885","6,584","1,787","7,349","1,115","4,875",807,"3,730",701,"2,516",206,"2,425",7,713,0,0,0,0,0,0
20-Oct,경원선,368,덕정,3,0,"3,321","1,559","7,886","4,825","17,288","10,353","16,025","14,748","9,627","8,558","8,111","5,474","9,406","6,329","9,859","8,039","9,418","6,779","8,064","5,281","8,820","6,974","9,774","8,153","12,436","12,932","12,977","13,490","5,875","13,326","4,106","8,718","3,296","7,937","2,577","5,775","1,169","4,418",187,"1,244",0,0,0,0,0,0
20-Oct,경원선,369,지행,59,0,"4,321",749,"9,359","2,416","19,346","4,899","18,418","11,659","12,163","6,417","9,362","4,785","9,773","6,088","9,374","7,644","10,039","8,391","8,452","7,559","8,106","9,125","8,625","10,695","9,914","15,566","11,547","15,274","6,295","17,831","5,245","12,220","4,491","8,541","3,338","8,416","1,747","5,861",154,"2,240",0,0,0,0,0,0
20-Oct,경원선,370,동두천중앙,21,0,"2,540",683,"4,353","2,079","8,059","3,735","7,797","8,965","5,634","4,070","5,021","3,443","5,029","4,194","4,969","4,363","5,405","4,534","4,940","4,044","4,952","4,797","4,477","4,942","5,953","5,846","6,688","5,292","2,950","6,386","1,822","4,385","1,266","3,243",862,"3,127",344,"1,997",18,733,0,0,0,0,0,0
20-Oct,경원선,371,보산,35,1,"1,551",431,"2,300",820,"4,273","2,204","3,508","2,487","3,047","1,527","2,979","1,245","2,879","1,742","2,742","1,730","2,769","2,047","2,606","2,152","2,631","2,417","3,027","2,608","4,182","3,075","3,144","3,750","1,956","4,668","1,358","3,108",771,"2,328",505,"2,141",257,"1,296",7,440,0,0,0,0,0,0
20-Oct,경원선,372,동두천,19,1,785,578,"2,656","3,098","4,495","7,933","4,940","6,789","3,604","4,163","3,467","4,069","3,099","3,748","2,762","3,042","3,441","2,963","3,298","3,219","3,762","3,207","3,615","3,259","4,115","3,038","4,672","4,503","2,511","4,052","1,394","2,994",761,"2,503",636,"1,860",187,"1,249",4,400,0,0,0,0,0,0
20-Oct,경원선,373,소요산,100,0,728,440,"1,196","1,989","4,201","3,192","3,967","4,650","4,677","7,610","3,848","11,010","4,888","16,568","7,265","16,543","9,636","11,012","15,748","8,843","20,127","5,476","20,122","4,251","12,588","3,378","6,909","2,243","2,501","1,657","1,626","1,447",818,"1,039",384,"1,056",119,795,2,524,0,0,0,0,0,0
20-Oct,안산선,280,산본,715,0,"8,098","1,909","20,374","6,109","50,531","13,101","48,235","27,303","24,321","19,684","19,830","16,575","20,094","17,035","21,415","19,667","21,113","21,709","20,094","22,684","20,916","24,133","23,008","26,281","24,973","36,652","28,164","56,171","18,414","52,741","14,949","29,630","15,089","22,235","13,549","19,076","4,885","13,478",740,"3,051",0,0,0,0,0,0
20-Oct,안산선,281,대야미,0,0,"2,163","1,132","6,612","4,008","15,727","4,888","17,286","8,140","9,049","4,935","6,659","5,211","6,475","4,938","6,792","5,078","7,274","4,835","7,451","5,223","8,105","6,453","8,683","7,404","9,087","9,354","9,860","12,903","5,311","11,586","3,984","7,158","2,871","6,628","1,801","6,169",823,"3,933",116,754,0,0,0,0,0,0
20-Oct,안산선,282,반월,17,1,"3,028","1,002","6,639","2,357","15,758","3,431","14,625","7,122","9,356","3,529","7,002","3,451","6,423","3,975","6,174","4,340","6,363","4,748","5,705","5,289","5,434","6,583","6,280","7,912","7,624","9,413","7,322","13,301","4,313","10,809","3,076","8,408","2,095","6,742","1,303","6,065",612,"4,088",108,823,0,0,0,0,0,0
20-Oct,안산선,283,상록수,539,30,"14,184","2,804","28,555","8,085","65,563","12,924","60,768","20,717","33,051","16,153","24,083","12,897","22,555","13,756","24,114","15,207","22,669","17,887","19,463","18,063","19,374","19,805","21,468","25,861","25,034","35,350","23,357","57,873","14,847","54,139","11,650","35,100","10,111","30,391","6,971","24,038","2,765","16,456",297,"4,126",0,0,0,0,0,0
20-Oct,안산선,284,한대앞,178,3,"6,355",894,"14,294","3,717","26,618","6,717","23,268","14,959","13,785","10,662","11,879","8,825","12,580","8,850","12,773","9,801","12,268","11,081","11,636","10,950","11,557","11,735","13,140","14,833","15,477","18,954","15,944","27,197","8,779","23,836","7,729","15,531","7,016","12,466","5,574","11,247","2,319","7,886",141,"1,900",0,0,0,0,0,0
20-Oct,안산선,285,중앙,207,3,"7,476",921,"22,309","6,957","47,406","11,828","38,676","31,563","20,095","25,600","18,964","17,688","20,777","18,404","23,630","22,977","22,986","26,700","22,571","26,040","24,760","25,760","28,548","28,246","33,966","38,420","35,246","57,032","23,299","51,235","22,562","29,721","21,341","25,213","19,006","20,000","7,840","15,784",421,"4,575",0,0,0,0,0,0
20-Oct,안산선,286,고잔,215,4,"4,650",797,"11,308","3,908","26,724","10,943","19,527","23,766","11,993","12,318","10,804","9,359","11,500","8,749","11,285","9,160","10,901","10,767","11,108","10,524","12,130","9,993","13,627","10,306","18,232","14,154","20,730","20,358","8,769","17,419","6,345","11,311","6,053","9,256","4,405","7,920","1,911","6,933",180,"2,392",0,0,0,0,0,0
20-Oct,안산선,287,초지,273,1,"2,658",402,"7,126","4,148","16,755","8,245","12,970","12,177","7,073","7,716","5,759","5,051","6,226","4,482","6,305","5,374","6,192","6,339","5,652","5,169","5,981","5,288","7,664","5,311","9,511","8,453","10,711","12,741","5,007","11,826","3,498","7,930","2,938","6,804","1,728","5,648",610,"3,819",51,"1,457",0,0,0,0,0,0
20-Oct,안산선,288,안산,"1,489",9,"10,478","1,274","11,480","14,324","20,356","34,311","20,696","28,253","17,618","13,330","14,528","12,476","15,592","14,315","17,083","14,353","18,044","14,380","17,612","14,747","18,863","15,104","21,304","16,577","38,481","22,528","40,637","24,587","22,240","22,151","19,730","15,295","12,422","13,602","4,970","9,883","1,404","5,519",69,"2,085",0,0,0,0,0,0
20-Oct,안산선,289,신길온천,11,1,"1,789",81,"3,198","1,345","5,777","3,310","4,964","2,563","3,035","1,430","2,560","1,472","2,277","1,640","2,512","1,677","2,270","1,540","2,049","1,901","2,130","2,177","2,662","2,503","3,651","3,564","3,633","4,559","1,650","4,231","1,284","2,767",820,"2,326",409,"1,964",194,"1,557",17,493,0,0,0,0,0,0
20-Oct,안산선,290,정왕,240,5,"6,216",264,"8,612","10,026","15,197","22,088","12,375","28,098","9,676","22,378","9,736","13,805","10,329","11,685","12,456","12,425","13,373","12,097","12,617","11,946","15,163","11,237","20,558","10,719","26,378","15,020","27,905","18,344","14,975","14,868","10,832","11,264","7,870","9,901","4,489","7,909","1,498","5,998",17,"1,970",0,0,0,0,0,0
20-Oct,안산선,291,오이도,226,0,"6,102",119,"13,348","6,296","29,504","12,209","23,664","14,305","13,375","7,736","11,214","8,689","11,391","11,793","12,273","13,277","12,274","13,052","11,460","13,038","13,092","14,409","15,784","14,851","20,454","18,447","20,370","24,986","11,980","22,569","9,583","14,555","8,397","13,115","5,676","11,060","1,648","8,947",8,"3,427",0,0,0,0,0,0
20-Oct,안산선,292,수리산,17,2,"3,003",633,"8,052","1,586","17,500","3,284","16,548","5,361","9,560","4,015","6,119","4,656","5,770","3,479","5,983","3,785","5,486","3,596","4,866","3,655","5,222","4,744","4,810","5,303","4,898","6,917","5,053","10,823","2,538","9,700","1,827","6,311","1,357","5,194",942,"5,234",328,"3,127",38,637,0,0,0,0,0,0
20-Oct,과천선,230,선바위,0,0,"1,192","1,172","5,644","8,236","17,303","19,033","23,026","23,938","15,430","14,253","9,334","7,692","8,395","7,180","9,225","7,615","9,792","7,143","9,695","6,957","10,384","8,205","13,357","8,925","22,222","12,211","30,777","16,589","15,046","13,687","9,081","8,677","7,302","7,763","4,123","6,954","1,144","4,495",10,219,1,0,0,0,0,0
20-Oct,과천선,231,경마공원,2,1,261,280,787,"1,672","1,980","2,270","2,527","5,148","1,787","2,030","1,496","1,477","1,443","2,040","1,534","2,247","2,056","1,820","2,076","1,631","2,342","1,481","2,473","1,782","4,348","1,927","5,598","2,177","1,422","1,695",701,"1,160",644,907,295,752,140,644,4,36,0,0,0,0,0,0
20-Oct,과천선,232,대공원,6,1,85,272,169,"3,490",786,"3,898","1,110","9,858","1,428","16,504","2,067","22,773","3,207","17,993","6,155","13,848","8,379","14,608","11,651","12,742","16,578","7,627","21,342","4,217","19,527","2,156","17,333","1,373","6,885",940,"4,831",531,"3,714",463,"1,656",241,248,219,4,8,0,0,0,0,0,0
20-Oct,과천선,233,과천,10,1,"1,448",597,"5,659","8,470","17,452","3,918","16,968","7,348","10,155","4,228","6,751","3,788","6,761","3,822","6,628","4,261","7,055","4,653","6,700","4,712","7,204","5,048","11,491","6,639","11,022","8,057","7,345","13,438","3,298","11,993","2,205","7,073","1,532","6,777","1,080","6,520",304,"4,442",6,185,0,0,0,0,0,0
20-Oct,과천선,234,정부과천청사,32,12,"1,418","1,519","5,018","10,011","13,720","18,644","13,581","54,735","9,343","15,741","7,600","9,596","8,674","8,005","9,235","8,313","10,168","8,885","10,972","8,804","12,880","8,292","18,654","9,279","27,055","11,641","44,531","15,415","12,559","13,693","9,528","7,561","8,474","6,681","5,014","6,132","1,407","4,009",15,132,0,0,0,0,0,0
20-Oct,과천선,235,인덕원,95,0,"7,822","2,373","23,700","11,081","69,721","30,095","63,885","90,484","36,394","33,872","26,792","18,537","25,063","18,310","26,649","17,947","27,277","21,763","24,603","21,888","26,347","24,639","32,399","30,132","45,212","41,487","73,979","66,708","29,165","61,997","22,296","34,753","20,733","29,466","13,694","28,865","4,385","18,379",51,"1,722",0,0,0,0,0,0
20-Oct,과천선,236,평촌,51,1,"3,628","2,278","16,852","8,772","50,281","28,392","41,074","75,491","22,070","30,366","17,024","13,699","16,118","13,214","16,840","13,050","16,269","16,618","16,260","14,881","18,589","14,760","21,189","19,047","35,479","25,080","57,923","40,781","24,231","39,650","17,751","21,433","15,347","16,263","13,316","16,023","4,092","8,567",45,"1,996",0,0,0,0,0,0
20-Oct,과천선,237,범계,70,2,"6,650","2,961","26,674","10,418","73,868","18,948","63,270","53,124","34,535","40,314","26,436","27,144","27,745","24,849","30,339","26,474","30,288","32,902","29,659","31,894","32,614","31,848","38,604","38,433","44,935","51,820","56,730","77,282","34,218","70,541","35,034","35,566","27,735","27,653","25,404","24,989","8,707","13,972",338,"3,069",0,0,0,0,0,0
20-Oct,분당선,143,선릉,24,1,"1,109","1,080","1,996","10,853","3,724","39,598","5,737","114,928","5,119","77,969","6,149","32,818","8,176","21,194","9,724","18,933","11,072","20,325","12,682","17,000","15,334","14,731","23,461","15,532","40,294","17,819","68,524","21,951","31,738","13,873","18,861","6,502","17,442","4,944","15,768","4,174","4,189","3,107",153,596,0,2,0,0,0,0
20-Oct,분당선,144,한티,24,7,"1,551","1,009","6,146","7,855","17,124","20,906","20,210","44,201","12,830","36,182","10,785","21,603","11,795","17,504","14,715","19,957","17,954","25,524","17,076","17,328","19,704","17,005","24,290","20,707","35,760","30,667","40,013","31,258","25,662","22,187","27,848","11,652","18,708","9,945","26,120","8,604","3,893","5,014",79,297,0,0,0,0,0,0
20-Oct,분당선,145,도곡,13,0,"1,016",869,"2,751","5,307","7,006","13,707","10,083","22,380","7,295","16,694","6,282","7,950","7,366","6,526","7,405","6,806","8,591","7,630","8,944","7,077","11,389","7,054","12,650","7,590","17,757","9,169","20,965","11,599","10,510","9,592","7,175","5,740","6,398","4,773","4,727","4,451","1,150","2,806",21,386,2,2,0,0,0,0
20-Oct,분당선,146,구룡,20,0,327,343,"1,025","3,371","2,621","7,134","3,226","5,219","2,411","2,706","2,011","1,691","2,294","1,352","2,457","1,916","2,802","2,167","2,595","1,977","2,964","1,953","5,856","1,986","5,256","2,305","5,178","3,062","1,860","2,597","1,098","1,528","1,560","1,386",548,"1,367",129,"1,013",4,46,0,0,0,0,0,0
20-Oct,분당선,147,개포동,4,0,768,816,"2,673","4,299","7,462","4,989","7,909","7,814","5,044","5,766","4,067","4,130","3,895","3,164","4,557","3,740","4,670","4,363","5,016","4,372","5,096","4,675","6,806","4,991","8,332","6,688","7,986","9,152","4,610","7,466","3,335","4,393","3,393","3,876","3,233","3,927",978,"2,386",19,85,0,0,0,0,0,0
20-Oct,분당선,148,대모산입구,36,1,"1,882","1,424","2,966","10,108","7,690","3,993","9,314","8,231","5,800","4,821","4,775","2,978","4,866","2,984","4,440","2,790","4,469","3,521","3,834","3,439","4,417","4,251","7,429","4,345","10,997","5,038","7,965","6,417","3,380","5,810","1,947","3,674","1,345","3,135","1,045","3,035",384,"2,074",5,171,0,0,0,0,0,0
20-Oct,분당선,149,수서,49,3,"3,157","2,664","5,728","10,679","20,832","22,566","32,676","40,619","20,868","23,562","19,856","17,375","16,124","13,173","19,750","16,223","18,223","16,393","14,411","16,055","20,798","17,298","23,998","20,990","29,708","25,003","39,046","35,006","17,864","26,041","17,728","16,903","11,969","13,984","11,321","12,581","5,856","5,583",19,937,0,1,0,0,0,0
20-Oct,분당선,150,복정,0,0,-,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Oct,분당선,313,수원,620,6,"4,332",520,"7,219","3,237","20,323","7,234","21,413","12,257","11,839","9,572","8,774","6,834","8,806","8,779","9,822","9,684","10,356","10,210","10,482","10,419","11,547","10,249","14,085","12,249","16,767","18,218","19,987","21,662","14,468","15,943","13,508","9,129","11,531","7,399","10,400","5,697","3,779","3,879",56,900,0,6,0,0,0,0
20-Oct,분당선,314,서울숲,131,0,"2,121",522,"4,711","6,078","12,303","9,874","19,502","32,517","13,357","20,290","7,043","12,599","6,588","12,056","7,828","13,280","8,879","15,559","10,581","15,497","14,060","15,143","19,999","14,189","26,590","15,535","36,449","21,384","18,377","15,367","12,575","8,578","10,843","6,881","7,501","6,590","2,044","3,522",33,912,0,0,0,0,0,0
20-Oct,분당선,315,압구정로데오,108,1,"1,943",675,"3,438","9,679","4,870","20,766","6,484","62,093","6,077","85,755","7,013","41,930","10,493","29,448","12,712","27,865","15,384","27,706","19,208","25,108","25,170","24,708","32,193","25,506","46,941","31,036","72,105","40,200","54,905","24,256","46,101","10,100","31,602","6,714","24,787","4,710","7,525","2,954",143,650,0,0,0,0,0,0
20-Oct,분당선,316,강남구청,17,0,"1,197",460,"2,403","4,020","5,681","12,835","8,577","48,106","7,280","37,370","6,472","17,064","7,697","12,302","8,499","11,626","9,902","13,452","11,210","11,826","12,570","12,283","13,717","11,722","23,052","14,511","44,159","18,844","22,505","12,423","13,259","6,618","11,909","4,847","8,516","4,429","2,772","2,821",39,657,0,3,0,0,0,0
20-Oct,분당선,317,선정릉,8,0,929,727,"1,877","4,235","3,946","11,064","6,560","46,053","5,264","38,609","4,645","13,965","5,423","8,105","6,065","7,539","6,962","8,303","8,435","7,431","9,530","6,759","11,626","7,094","19,703","8,195","40,996","9,653","22,310","6,653","10,829","3,743","9,705","3,346","6,912","3,033","1,997","1,962",38,500,0,5,0,0,0,0
20-Oct,분당선,318,가천대,29,3,"4,856",765,"6,302","3,077","15,937","5,544","20,693","22,237","12,634","18,655","10,218","14,723","11,332","9,305","12,429","14,205","11,472","12,981","12,686","11,908","14,184","10,776","18,324","11,248","20,777","15,673","15,020","21,716","8,799","18,053","7,282","12,934","5,618","12,985","5,249","12,385","2,331","9,025",84,827,0,0,0,0,0,0
20-Oct,분당선,319,태평,293,9,"14,283","1,422","17,854","5,282","36,475","7,337","56,700","16,227","35,798","10,955","20,575","10,548","17,188","11,989","17,664","13,619","17,692","13,901","16,684","16,055","15,703","21,588","16,706","23,396","18,245","30,678","18,484","41,657","10,175","31,445","7,881","22,850","6,232","24,417","4,571","20,085","1,626","10,888",65,941,0,0,0,0,0,0
20-Oct,분당선,320,모란,378,11,"14,042","3,117","19,601","9,689","47,473","19,833","61,026","31,253","42,991","24,542","28,707","24,450","28,726","26,715","30,744","29,142","31,395","30,476","30,236","32,763","34,961","37,267","32,654","35,951","34,712","40,910","38,613","57,411","22,098","45,602","16,174","33,509","14,085","29,322","11,266","23,939","5,501","16,138",258,"1,442",0,4,0,0,0,0
